city,state,city_longitude,city_latitude,Audio Evidence,Witness Count,Event,apparition_types_str,apparition_adj_str,unique_apparition_mentions,Visual Evidence,time_of_day
Buffalo,New York,-78.8783689,42.88644679999999,No,0,Unknown,Unknown,,0,False,Evening
Buffalo,New York,-78.8783689,42.88644679999999,No,2+,Supernatural,Unknown,,0,False,Evening
Buffalo,New York,-78.8783689,42.88644679999999,No,3+,Supernatural,Unknown,,0,False,Dusk
Camden,New York,-75.78365889999999,43.33873639999999,Yes,3+,Supernatural,Unknown,,0,False,Morning
Camden,New York,-75.78365889999999,43.33873639999999,Yes,5+,Supernatural,Unknown,,0,False,Unknown
Camden,New York,-75.78365889999999,43.33873639999999,Yes,3+,Supernatural,ghost,,1,False,Dusk
Camillus,New York,-76.3040965,43.039233,No,1+,Supernatural,Unknown,,0,False,Dusk
Camillus,New York,-76.3040965,43.039233,No,1,Supernatural,figure,dark figure,1,False,Dusk
Camillus,New York,-76.3040965,43.039233,No,3,Murder,Unknown,,0,False,Morning
Canton,New York,-75.1690942,44.5956163,No,3+,Supernatural,shadow,large shadow,1,False,Unknown
Carthage,New York,-75.6093591,43.9781236,No,0,Murder,Unknown,,0,False,Evening
Catskills,New York,-74.3821116,42.0092908,No,1,Unknown,Unknown,,0,False,Evening
Cayuga,New York,-76.7263397,42.9189555,No,0,Supernatural,shadow orb mist,,3,False,Dusk
Cazenovia,New York,-75.85269149999999,42.9300668,No,1,Supernatural,apparition,,1,False,Evening
Cazenovia,New York,-75.85269149999999,42.9300668,No,1,Unknown,Unknown,,0,False,Morning
Chemung States,New York,-76.7798172,42.1362071,No,0,Murder,ghost,,1,False,Dusk
Chester,New York,-74.27126129999999,41.3625937,Yes,0,Supernatural,orb figure,black figure,2,True,Unknown
Chittenango,New York,-75.86658,43.0450671,No,1,Supernatural,Unknown,,0,False,Unknown
Chittenango,New York,-75.86658,43.0450671,No,1,Supernatural,spirit shadow,unknown shadow,2,False,Unknown
Clarence,New York,-78.5770812,42.982216,No,2,Supernatural,presence,old presence,1,False,Morning
Clinton,New York,-75.3785034,43.0484029,No,3+,Supernatural,ghost figure,white figure,2,False,Evening
Clinton,New York,-75.3785034,43.0484029,Yes,1,Supernatural,ghost,,1,False,Evening
Clinton,New York,-75.3785034,43.0484029,No,3+,Supernatural,Unknown,,0,False,Dusk
Clinton Corners,New York,-73.76312519999999,41.8298561,Yes,0,Murder,Unknown,,0,False,Dusk
Clymer,New York,-79.6299617,42.0208501,No,0,Murder,ghost,,1,False,Dusk
Cobleskill,New York,-74.4854172,42.677853,No,1,Supernatural,Unknown,,0,False,Dusk
Cohoes,New York,-73.70011869999999,42.7742446,Yes,5+,Supernatural,ghost spirit specter figure,shadowy figure,4,False,Evening
Cohoes,New York,-73.70011869999999,42.7742446,No,0,Unknown,Unknown,,0,False,Evening
Cohoes,New York,-73.70011869999999,42.7742446,Yes,0,Supernatural,apparition,,1,False,Dusk
Colonie,New York,-73.77132,42.7236699,Yes,2+,Supernatural,shadow,,1,False,Evening
Commack,New York,-73.29289430000001,40.8428759,No,1,Unknown,Unknown,,0,False,Unknown
Cooperstown,New York,-74.92432099999999,42.7006303,Yes,0,Supernatural,Unknown,,0,False,Evening
Cortland,New York,-76.1804843,42.6011813,No,0,Unknown,Unknown,,0,False,Morning
Cortland,New York,-76.1804843,42.6011813,No,1,Supernatural,Unknown,,0,False,Morning
Cortland,New York,-76.1804843,42.6011813,No,2+,Supernatural,apparition figure,,2,False,Evening
Cortland,New York,-76.1804843,42.6011813,No,0,Supernatural,Unknown,,0,False,Dusk
Dannemora,New York,-73.7237528,44.7214301,Yes,1,Murder,ghost,,1,False,Morning
Delhi,New York,-74.91599459999999,42.27814009999999,No,1,Unknown,Unknown,,0,False,Evening
Deposit,New York,-75.4276769,42.0600834,Yes,1,Unknown,Unknown,,0,False,Evening
Dewittville,New York,-79.44532459999999,42.2392247,Yes,2+,Supernatural,orb,,1,False,Dusk
Duanesburg,New York,-74.1944529,42.7842177,Yes,3+,Supernatural,orb figure,,2,True,Unknown
Dunkirk,New York,-79.3339324,42.4795019,No,1,Supernatural,Unknown,,0,False,Unknown
Dutchess County,New York,-73.7477857,41.7784372,No,0,Supernatural,Unknown,,0,False,Dusk
East Aurora,New York,-78.6133589,42.7678376,Yes,0,Supernatural,figure,,1,False,Dusk
East Aurora,New York,-78.6133589,42.7678376,No,3+,Supernatural,ghost presence,,2,False,Evening
East Bethany,New York,-78.1014019,42.9314495,No,0,Supernatural,ghost,,1,False,Dusk
East Greenbush,New York,-73.68893779999999,42.6068049,No,0,Murder,Unknown,,0,False,Evening
East Otto,New York,-78.7547527,42.3897847,Yes,1,Unknown,Unknown,,0,False,Evening
Erie Canal,New York,-76.26858779999999,43.0179714,No,0,Supernatural,Unknown,,0,False,Morning
Elbridge,New York,-76.4331698,43.0387104,No,1,Supernatural,ghost,,1,False,Dusk
Elbridge,New York,-76.4331698,43.0387104,No,3+,Supernatural,spirit presence,,2,False,Evening
Elenville,New York,-74.3957099,41.7170379,No,0,Supernatural,ghost,,1,False,Dusk
Ellenburgh,New York,-73.83653699999999,44.8939294,No,0,Supernatural,apparition figure,,2,False,Dusk
Ellenburgh,New York,-73.83653699999999,44.8939294,No,2+,Supernatural,Unknown,,0,False,Dusk
Ellenburgh,New York,-73.83653699999999,44.8939294,No,1,Supernatural,Unknown,,0,False,Dusk
Ellicottville,New York,-78.67280710000001,42.2750639,No,2+,Supernatural,mist,,1,False,Dusk
Elmira,New York,-76.8077338,42.0897965,Yes,2+,Supernatural,Unknown,,0,False,Dusk
Elmira,New York,-76.8077338,42.0897965,No,1,Supernatural,Unknown,,0,False,Evening
Evans Mills,New York,-75.8071525,44.0881158,No,3,Supernatural,ghost,,1,False,Dusk
Fairport,New York,-77.44193779999999,43.0986742,No,0,Supernatural,Unknown,,0,False,Dusk
Fayetteville,New York,-76.00436429999999,43.0297887,Yes,0,Unknown,Unknown,,0,False,Dusk
Fire Island,New York,-73.1459474,40.64759970000001,Yes,3+,Supernatural,Unknown,,0,False,Dusk
Fort Covington,New York,-74.49651,44.988444,Yes,0,Supernatural,spirit presence,,2,False,Evening
Fort Covington,New York,-74.49651,44.988444,No,0,Supernatural,spirit,disembodied spirit,1,False,Dusk
Fort Edward,New York,-73.5476338,43.2310452,Yes,0,Supernatural,Unknown,,0,False,Evening
Fort Edward,New York,-73.5476338,43.2310452,No,5,Supernatural,Unknown,,0,False,Unknown
Fort Edward,New York,-73.5476338,43.2310452,Yes,2+,Unknown,Unknown,,0,False,Dusk
Fredonia,New York,-79.3317105,42.4400576,Yes,1,Murder,Unknown,,0,False,Dusk
Frewsburg,New York,-79.15810189999999,42.0545029,Yes,4+,Supernatural,Unknown,,0,False,Dusk
Fulton,New York,-76.4171585,43.3228462,Yes,2+,Supernatural,Unknown,,0,False,Dusk
Fulton,New York,-76.4171585,43.3228462,No,1,Supernatural,ghost,,1,False,Dusk
Fulton,New York,-76.4171585,43.3228462,No,4,Unknown,Unknown,,0,False,Dusk
Fultonville,New York,-74.3704128,42.9478514,No,0,Supernatural,shadow,,1,False,Dusk
Gainesville,New York,-78.13363799999999,42.6542217,Yes,2+,Supernatural,apparition,,1,False,Unknown
Garrison,New York,-73.9404737,41.3804881,No,0,Supernatural,Unknown,,0,False,Dusk
Geneseo,New York,-77.816947,42.795896,No,1+,Supernatural,presence,,1,False,Dusk
Geneva,New York,-76.985557,42.8679836,No,12+,Murder,ghost,,1,False,Dusk
Geneva,New York,-76.985557,42.8679836,Yes,1,Supernatural,Unknown,,0,True,Morning
Geneva,New York,-76.985557,42.8679836,No,1+,Supernatural,Unknown,,0,False,Dusk
Geneva,New York,-76.985557,42.8679836,No,1,Supernatural,ghost,male ghost,1,False,Morning
Geneva,New York,-76.985557,42.8679836,No,1,Unknown,Unknown,,0,False,Morning
Gilbertsville/Mt Upton,New York,-75.3468031,42.4447641,No,0,Murder,Unknown,,0,False,Dusk
Glen Haven,New York,-76.27798589999999,42.7656238,Yes,1,Natural Disaster,Unknown,,0,False,Dusk
Glens Falls,New York,-73.6440058,43.3095164,No,1,Supernatural,ghost,,1,False,Unknown
Glenmont,New York,-73.76989449999999,42.6052,No,2,Supernatural,ghost,,1,False,Evening
Goshen,New York,-74.3243191,41.4020382,Yes,3+,Supernatural,specter,,1,False,Dusk
Gloversville,New York,-74.3437467,43.0528506,No,0,Supernatural,ghost,,1,False,Evening
Grand Island,New York,-78.9657302,43.0216283,Yes,0,Unknown,Unknown,,0,False,Dusk
Grand Island,New York,-78.9657302,43.0216283,No,3,Supernatural,Unknown,,0,False,Dusk
Granville,New York,-73.259553,43.4078495,No,1,Natural Disaster,poltergeist presence,,2,False,Evening
Greene,New York,-75.7699147,42.3292408,No,2+,Supernatural,apparition,,1,False,Dusk
Greenport,New York,-72.3592501,41.1034326,Yes,1,Supernatural,Unknown,,0,False,Dusk
Geneseo,New York,-77.816947,42.795896,No,1,Murder,Unknown,,0,False,Morning
Half Hollow,New York,-73.3431748,40.7764876,No,2+,Supernatural,Unknown,,0,False,Unknown
Hannibal,New York,-76.5719414,43.32178870000001,No,0,Supernatural,Unknown,,0,False,Evening
Hauppauge,New York,-73.2026138,40.8256536,Yes,0,Murder,Unknown,,0,False,Dusk
Hauppauge,New York,-73.2026138,40.8256536,No,0,Supernatural,ghost,,1,False,Dusk
Hauppauge,New York,-73.2026138,40.8256536,Yes,1,Unknown,Unknown,,0,False,Unknown
Havestraw,New York,-73.96458369999999,41.1975947,Yes,0,Supernatural,ghost orb,"cold ghost, orbs ghost, little ghost",2,False,Dusk
Herkimer,New York,-74.9859889,43.0256259,No,1,Murder,Unknown,,0,False,Dusk
Highland,New York,-73.9601382,41.7209267,No,5+,Unknown,Unknown,,0,False,Morning
Highland falls,New York,-73.96625039999999,41.3692605,No,1,Unknown,Unknown,,0,False,Dusk
Himrod,New York,-76.9549633,42.5897928,Yes,2+,Murder,Unknown,,0,False,Dusk
Hudson,New York,-73.790959,42.2528649,Yes,1,Supernatural,Unknown,,0,False,Dusk
Huntington,New York,-73.425676,40.8681539,Yes,1,Natural Disaster,specter,,1,False,Dusk
Huntington,New York,-73.425676,40.8681539,No,2,Murder,Unknown,,0,False,Dusk
Huntington,New York,-73.425676,40.8681539,No,0,Murder,witch,,1,False,Morning
Hyde Park,New York,-73.9015246,41.7667602,No,0,Suicide,Unknown,,0,False,Morning
Hyde Park,New York,-73.9015246,41.7667602,No,1,Unknown,Unknown,,0,False,Dusk
Ilion,New York,-75.0354347,43.0150703,No,2+,Supernatural,Unknown,,0,False,Dusk
Jackson,New York,-73.3944466,43.0856937,Yes,1,Supernatural,Unknown,,0,False,Unknown
Jamestown,New York,-79.23532589999999,42.0970023,Yes,1,Natural Disaster,Unknown,,0,False,Dusk
Jamestown,New York,-79.23532589999999,42.0970023,Yes,1995+,Murder,Unknown,,0,False,Unknown
Jamestown,New York,-79.23532589999999,42.0970023,No,4+,Supernatural,ghost,,1,False,Dusk
Johnstown,New York,-74.3676356,43.0067399,No,1,Supernatural,spirit,,1,False,Dusk
Keuka Park,New York,-77.09190559999999,42.6151357,Yes,0,Supernatural,Unknown,,0,False,Evening
King's Park,New York,-73.2573369,40.88620900000001,Yes,2+,Murder,Unknown,,0,False,Dusk
Kingston,New York,-73.9973608,41.9270367,No,1,Unknown,Unknown,,0,False,Evening
Kingston,New York,-73.9973608,41.9270367,No,0,Unknown,Unknown,,0,False,Dusk
Antigo,Wisconsin,-89.15233529999999,45.140245,No,1,Murder,Unknown,,0,False,Dusk
Kingston,New York,-73.9973608,41.9270367,No,0,Supernatural,Unknown,,0,False,Dusk
LaFayette,New York,-73.9974258,40.7219989,No,1,Supernatural,ghost,,1,False,Unknown
Lafayette,New York,-73.9974258,40.7219989,No,1,Supernatural,apparition,,1,False,Dusk
Lake George,New York,-73.71234079999999,43.4261809,Yes,1,Unknown,Unknown,,0,False,Dusk
Lake George,New York,-73.71234079999999,43.4261809,No,1+,Murder,ghost,,1,False,Dusk
Lancaster,New York,-78.6341996,42.8982361,No,3+,Supernatural,ghost,,1,False,Dusk
Lansingburgh,New York,-73.66956239999999,42.7845222,Yes,2+,Murder,Unknown,,0,False,Dusk
Latham,New York,-73.760537,42.7477661,Yes,2+,Supernatural,orb,,1,False,Unknown
Latham,New York,-73.760537,42.7477661,No,0,Unknown,Unknown,,0,False,Dusk
Latham,New York,-73.760537,42.7477661,Yes,0,Supernatural,Unknown,,0,False,Evening
Lee Center,New York,-75.5179555,43.3034028,No,1,Supernatural,Unknown,,0,False,Evening
Lechworth,New York,-78.026519,42.5902082,No,1,Supernatural,ghost,,1,False,Dusk
Lewstion,New York,-78.9853813,43.1919494,Yes,1,Murder,Unknown,,0,False,Morning
Lily Dale,New York,-79.3242113,42.3517246,No,5+,Unknown,Unknown,,0,False,Dusk
Lily Dale,New York,-79.3242113,42.3517246,No,2+,Supernatural,presence,,1,False,Dusk
Lily Dale,New York,-79.3242113,42.3517246,Yes,2+,Supernatural,presence,,1,False,Dusk
Little Falls,New York,-74.8595957,43.0434039,No,1+,Supernatural,Unknown,,0,False,Dusk
Little Falls,New York,-74.8595957,43.0434039,No,1,Supernatural,Unknown,,0,True,Evening
Liverpool,New York,-76.21770459999999,43.106456,No,1+,Murder,Unknown,,0,False,Dusk
Liverpool,New York,-76.21770459999999,43.106456,Yes,2,Supernatural,ghost,,1,False,Dusk
Lockport,New York,-78.6903098,43.1706128,No,0,Murder,Unknown,,0,False,Dusk
Lockport,New York,-78.6903098,43.1706128,No,1,Supernatural,apparition,,1,False,Evening
Lockport,New York,-78.6903098,43.1706128,No,1,Supernatural,ghost,little ghost,1,False,Dusk
Lockport,New York,-78.6903098,43.1706128,No,2+,Murder,figure presence,,2,False,Evening
Lodi,New York,-76.8490328,42.5893626,No,0,Supernatural,Unknown,,0,False,Dusk
Long Beach,New York,-73.65790799999999,40.5884373,No,0,Murder,Unknown,,0,False,Dusk
Long Island,New York,-73.13496099999999,40.789142,No,0,Murder,figure,,1,False,Unknown
Long Island,New York,-73.13496099999999,40.789142,No,1,Supernatural,Unknown,,0,False,Dusk
Long Island,New York,-73.13496099999999,40.789142,No,3+,Murder,figure,glowing figure,1,False,Dusk
Long Island,New York,-73.13496099999999,40.789142,No,0,Death,Unknown,,0,False,Dusk
Long Island,New York,-73.13496099999999,40.789142,No,2+,Murder,spirit figure,,2,False,Evening
Loundonville,New York,-73.7548424,42.7048009,No,1,Murder,ghost,,1,False,Dusk
Appleton,Wisconsin,-88.41538469999999,44.2619309,Yes,1,Supernatural,ghost,,1,False,Dusk
Appleton,Wisconsin,-88.41538469999999,44.2619309,No,3+,Supernatural,ghost,,1,False,Dusk
Appleton,Wisconsin,-88.41538469999999,44.2619309,No,2+,Supernatural,ghost,,1,False,Evening
Appleton,Wisconsin,-88.41538469999999,44.2619309,No,1+,Supernatural,presence,,1,False,Dusk
Appleton,Wisconsin,-88.41538469999999,44.2619309,Yes,0,Unknown,Unknown,,0,False,Evening
Argonne,Wisconsin,-88.8792825,45.6596839,Yes,2+,Suicide,Unknown,,0,False,Evening
Ashippun,Wisconsin,-88.51513539999999,43.21281219999999,No,1,Unknown,Unknown,,0,False,Unknown
Ashland,Wisconsin,-90.8837982,46.5924428,No,0,Supernatural,ghost presence,,2,False,Unknown
Ashland,Wisconsin,-90.8837982,46.5924428,Yes,5,Supernatural,ghost,,1,False,Dusk
Aztalan,Wisconsin,-88.8587853,43.0688499,No,4+,Supernatural,spirit,"active spirit, Many spirit",1,False,Evening
Baraboo,Wisconsin,-89.74429060000001,43.4710944,No,5+,Supernatural,Unknown,,0,False,Dusk
Bayfield,Wisconsin,-90.81824,46.8107671,Yes,0,Murder,ghost,,1,False,Dusk
Beaver Dam,Wisconsin,-88.837329,43.4577692,Yes,2+,Unknown,Unknown,,0,False,Evening
Beloit,Wisconsin,-89.03177649999999,42.5083482,Yes,0,Supernatural,Unknown,,0,False,Dusk
Beloit,Wisconsin,-89.03177649999999,42.5083482,Yes,4,Supernatural,Unknown,,0,False,Unknown
Beloit,Wisconsin,-89.03177649999999,42.5083482,No,2+,Supernatural,ghost,,1,False,Dusk
Beloit,Wisconsin,-89.03177649999999,42.5083482,No,1,Unknown,Unknown,,0,False,Dusk
Boltonville,Wisconsin,-88.1006498,43.5272197,No,2+,Murder,Unknown,,0,False,Dusk
Boltonville,Wisconsin,-88.1006498,43.5272197,No,3+,Supernatural,figure entity,,2,False,Morning
Boscobel,Wisconsin,-90.7054045,43.1344289,No,2+,Unknown,Unknown,,0,False,Dusk
Boulder Junction,Wisconsin,-89.66899839999999,46.1130997,No,0,Supernatural,Unknown,,0,False,Evening
Boulder Junction,Wisconsin,-89.66899839999999,46.1130997,No,3+,Supernatural,Unknown,,0,False,Unknown
Bowler,Wisconsin,-88.9820527,44.8630295,Yes,2+,Unknown,Unknown,,0,False,Dusk
Brodhead,Wisconsin,-89.3762278,42.6183424,Yes,0,Murder,Unknown,,0,False,Evening
Brodhead,Wisconsin,-89.3762278,42.6183424,No,0,Supernatural,ghost,,1,False,Dusk
Brookfield,Wisconsin,-88.1064787,43.0605671,Yes,1+,Supernatural,figure,rushes Figure,1,False,Unknown
Burlington,Wisconsin,-88.27620259999999,42.6780726,No,1+,Supernatural,Unknown,,0,False,Evening
Caledona,Wisconsin,-87.92424799999999,42.8077958,No,0,Unknown,Unknown,,0,False,Evening
Lowville,New York,-75.4918505,43.786736,Yes,3+,Supernatural,Unknown,,0,False,Dusk
Lyndonville,New York,-78.3889138,43.3267241,No,3+,Supernatural,Unknown,,0,False,Unknown
Mahopacthe,New York,-73.733465,41.372316,No,0,Supernatural,ghost,,1,False,Morning
Malone,New York,-74.29489830000001,44.8486596,Yes,5,Supernatural,Unknown,,0,False,Dusk
Manhattan,New York,-73.9712488,40.7830603,No,1,Murder,Unknown,,0,False,Dusk
Manhattan,New York,-73.9712488,40.7830603,Yes,3+,Supernatural,phantom presence,,2,False,Unknown
Manhattan,New York,-73.9712488,40.7830603,Yes,3+,Supernatural,ghost spirit apparition,,3,False,Dusk
Marcellus,New York,-76.3404867,42.9828438,No,1,Unknown,Unknown,,0,False,Evening
Marcy,New York,-75.2915564,43.1706253,Yes,1,Unknown,Unknown,,0,False,Evening
Marcy,New York,-75.2915564,43.1706253,No,1,Supernatural,Unknown,,0,True,Unknown
Mechanicville,New York,-73.68734049999999,42.9028547,No,1,Death,ghost,,1,False,Dusk
Mechanicville,New York,-73.68734049999999,42.9028547,No,0,Murder,ghost,,1,False,Dusk
Menands,New York,-73.72456389999999,42.6920233,No,2+,Supernatural,figure,,1,False,Dusk
Massena,New York,-74.891865,44.9281049,Yes,3,Supernatural,spirit orb,,2,True,Dusk
Milton Terrace,New York,-73.8668953,43.0022643,No,0,Murder,Unknown,,0,False,Dusk
Mohegan Lake,New York,-73.8462467,41.3178717,No,1+,Supernatural,ghost,,1,False,Morning
Monroe,New York,-74.1827119,41.3046016,Yes,1,Natural Disaster,ghost shadow,,2,False,Dusk
Montebello,New York,-74.118477,41.1359287,No,1,Supernatural,ghost figure witch,"early witch, ghostly figure",3,False,Unknown
Mount Sinai,New York,-73.9522547,40.7900393,No,0,Unknown,Unknown,,0,False,Dusk
Naples,New York,-77.4472495,42.618807,Yes,2,Supernatural,Unknown,,0,False,Evening
Newburgh,New York,-74.0104178,41.5034271,No,2+,Murder,Unknown,,0,False,Dusk
Newburgh,New York,-74.0104178,41.5034271,No,0,Supernatural,Unknown,,0,False,Morning
Newfane,New York,-78.7022678,43.2692505,No,4+,Supernatural,Unknown,,0,False,Dusk
New Hartford,New York,-75.2876661,43.073403,No,2,Supernatural,ghost,bad ghost,1,False,Dusk
New Hyde Park,New York,-73.6879082,40.7351018,No,1,Supernatural,Unknown,,0,False,Evening
Cameron,Wisconsin,-91.7440591,45.4085696,No,1,Supernatural,Unknown,,0,False,Dusk
Canton,Wisconsin,-91.6598896,45.4280149,No,5+,Suicide,ghost apparition shadow,,3,False,Unknown
Caryville,Wisconsin,-91.6746108,44.7513498,No,1,Supernatural,Unknown,,0,False,Dusk
Caryville,Wisconsin,-91.6746108,44.7513498,No,2+,Unknown,Unknown,,0,False,Unknown
Cedarburg,Wisconsin,-87.9875898,43.2966716,No,1,Unknown,Unknown,,0,False,Dusk
Chippewa Falls,Wisconsin,-91.3929348,44.9369054,Yes,1,Unknown,Unknown,,0,False,Evening
Chilton,Wisconsin,-88.16287849999999,44.0288803,No,1,Supernatural,Unknown,,0,False,Unknown
Chilton,Wisconsin,-88.16287849999999,44.0288803,No,3+,Supernatural,spirit shadow mist,,3,False,Unknown
Clear Lake,Wisconsin,-92.2712996,45.2519072,No,30,Suicide,spirit,,1,False,Morning
Coon Valley,Wisconsin,-91.0131863,43.7021922,No,1,Supernatural,apparition,many Apparition,1,False,Unknown
Cornell,Wisconsin,-91.1493107,45.1671881,No,3+,Supernatural,presence,,1,False,Dusk
Cottage Grove,Wisconsin,-89.19955929999999,43.0761082,Yes,0,Murder,figure,ghostly figure,1,False,Unknown
Crawford,Wisconsin,-90.8294002,43.2491547,Yes,0,Supernatural,ghost,,1,False,Evening
Crooked Lake,Wisconsin,-88.354354,45.2418336,Yes,1,Supernatural,apparition mist,,2,False,Evening
Dane,Wisconsin,-89.5015088,43.2505472,No,0,Supernatural,apparition,,1,False,Unknown
Delafield,Wisconsin,-88.4037079,43.060842,No,1,Murder,ghost,,1,False,Dusk
Delevan,Wisconsin,-88.6437138,42.6330703,Yes,3+,Supernatural,Unknown,,0,False,Dusk
Dodgeville,Wisconsin,-90.1301237,42.96027429999999,Yes,2+,Supernatural,Unknown,,0,False,Evening
Eagle,Wisconsin,-88.474265,42.8794563,No,0,Supernatural,Unknown,,0,False,Dusk
Eagle River,Wisconsin,-89.2442988,45.9171763,No,1,Unknown,Unknown,,0,False,Evening
East Troy,Wisconsin,-88.40509600000001,42.7852922,No,1+,Murder,Unknown,,0,False,Evening
Eau Claire,Wisconsin,-91.4984941,44.811349,No,2,Supernatural,Unknown,,0,False,Evening
Eau Claire,Wisconsin,-91.4984941,44.811349,Yes,3+,Supernatural,figure,,1,False,Unknown
Eau Claire,Wisconsin,-91.4984941,44.811349,Yes,4+,Suicide,Unknown,,0,False,Dusk
Eau Claire,Wisconsin,-91.4984941,44.811349,No,1,Supernatural,Unknown,,0,False,Evening
Eau Claire,Wisconsin,-91.4984941,44.811349,No,1,Unknown,Unknown,,0,False,Dusk
Edgerton,Wisconsin,-89.0676125,42.8352835,No,3+,Supernatural,spirit,,1,False,Dusk
Eleva,Wisconsin,-91.4701575,44.5757974,Yes,1,Murder,Unknown,,0,False,Unknown
Elkhart Lake,Wisconsin,-88.0178729,43.8333269,No,0,Supernatural,Unknown,,0,False,Dusk
New Paltz,New York,-74.0868095,41.7475933,No,0,Supernatural,spirit,,1,False,Dusk
New York City,New York,-74.0059728,40.7127753,No,0,Supernatural,spirit,,1,False,Evening
New York City,New York,-74.0059728,40.7127753,No,0,Supernatural,Unknown,,0,False,Dusk
New York City,New York,-74.0059728,40.7127753,No,0,Murder,Unknown,,0,False,Evening
New York City,New York,-74.0059728,40.7127753,No,3+,Supernatural,ghost spirit apparition,,3,False,Dusk
New York City,New York,-74.0059728,40.7127753,No,1,Supernatural,ghost,,1,False,Evening
New York City,New York,-74.0059728,40.7127753,No,2,Suicide,Unknown,,0,False,Evening
New York City,New York,-74.0059728,40.7127753,No,2,Supernatural,ghost apparition,particular ghost,2,False,Dusk
Newark valley,New York,-76.183263,42.2236853,No,0,Supernatural,Unknown,,0,False,Dusk
Newburgh,New York,-74.0104178,41.5034271,Yes,0,Unknown,Unknown,,0,False,Evening
Newport,New York,-75.03775019999999,43.1660488,No,2+,Supernatural,ghost,,1,False,Unknown
Niagara Falls,New York,-79.0377388,43.0962143,Yes,2+,Supernatural,apparition,,1,False,Unknown
Niagara Falls,New York,-79.0377388,43.0962143,No,5+,Natural Disaster,ghost,,1,False,Morning
North Babylon,New York,-73.3217861,40.7164881,Yes,1+,Murder,Unknown,,0,False,Dusk
North Lawrence,New York,-74.6779857,44.8046931,No,3+,Suicide,spirit apparition,,2,False,Dusk
Northport,New York,-73.3431727,40.9009313,No,0,Suicide,Unknown,,0,False,Dusk
Ogdensburg,New York,-75.48633640000001,44.6942291,Yes,2+,Supernatural,ghost,,1,False,Dusk
Ogdensburg,New York,-75.48633640000001,44.6942291,Yes,4+,Murder,spirit,,1,False,Unknown
Old Forge,New York,-74.9734809,43.7100885,No,1+,Murder,Unknown,,0,False,Dusk
Old Forge,New York,-74.9734809,43.7100885,No,1,Murder,Unknown,,0,False,Dusk
Old Westbury,New York,-73.5995717,40.7887113,No,1,Supernatural,Unknown,,0,False,Dusk
Oneida,New York,-75.65129309999999,43.0925684,Yes,1,Supernatural,Unknown,,0,False,Dusk
Oneida,New York,-75.65129309999999,43.0925684,Yes,2+,Supernatural,figure presence,,2,False,Morning
Orange,New York,-77.03341790000002,42.3401767,Yes,3+,Supernatural,Unknown,,0,False,Dusk
Elkhorn,Wisconsin,-88.5445447,42.6727927,Yes,0,Supernatural,Unknown,,0,False,Evening
Elm Grove,Wisconsin,-88.07897799999999,43.0430678,Yes,0,Death,ghost,,1,False,Evening
Evansville,Wisconsin,-89.2992838,42.7802831,Yes,0,Supernatural,Unknown,,0,False,Unknown
Dearborn,Wisconsin,-89.100571,44.0426761,No,1,Supernatural,ghost,,1,False,Morning
Fifield,Wisconsin,-90.4195725,45.8799113,Yes,1+,Supernatural,shadow orb mist,ectoplasm mist,3,True,Evening
Fifield,Wisconsin,-90.4195725,45.8799113,Yes,0,Unknown,Unknown,,0,False,Unknown
Fifield,Wisconsin,-90.4195725,45.8799113,No,1,Murder,Unknown,,0,False,Dusk
Fifield,Wisconsin,-90.4195725,45.8799113,No,0,Murder,Unknown,,0,False,Dusk
Fond du Lac,Wisconsin,-88.4470508,43.7730448,Yes,1+,Supernatural,Unknown,,0,False,Unknown
Fond Du Lac,Wisconsin,-88.4470508,43.7730448,Yes,4,Supernatural,spirit,,1,False,Dusk
Fond du Lac,Wisconsin,-88.4470508,43.7730448,Yes,0,Murder,apparition,,1,False,Dusk
Fond du Lac,Wisconsin,-88.4470508,43.7730448,Yes,5+,Supernatural,figure,,1,False,Morning
Fond du Lac,Wisconsin,-88.4470508,43.7730448,Yes,0,Suicide,Unknown,,0,False,Dusk
Franklin,Wisconsin,-88.03841949999999,42.888627,Yes,1,Supernatural,apparition,,1,False,Dusk
Genoa,Wisconsin,-91.2242996,43.5766383,Yes,2+,Supernatural,ghost spirit,,2,False,Evening
Germantown,Wisconsin,-88.1103691,43.2286174,Yes,0,Supernatural,Unknown,,0,False,Dusk
Gleason,Wisconsin,-89.4965979,45.3090511,No,1,Supernatural,figure,"large figure, black figure",1,False,Evening
Glenbeulah,Wisconsin,-88.0473179,43.7972157,No,1,Suicide,ghost,,1,False,Unknown
Grafton,Wisconsin,-87.9534226,43.3197265,Yes,1,Supernatural,figure,,1,False,Evening
Green Bay,Wisconsin,-88.019826,44.51915899999999,Yes,3,Supernatural,ghost,,1,False,Evening
Green Bay,Wisconsin,-88.019826,44.51915899999999,Yes,1,Unknown,Unknown,,0,False,Dusk
Green Bay,Wisconsin,-88.019826,44.51915899999999,No,1,Murder,Unknown,,0,False,Dusk
Green Bay,Wisconsin,-88.019826,44.51915899999999,Yes,3+,Supernatural,spirit entity,evil entity,2,False,Unknown
Green Bay,Wisconsin,-88.019826,44.51915899999999,No,1+,Supernatural,Unknown,,0,False,Evening
Green County,Wisconsin,-89.62516459999999,42.6287336,No,0,Murder,Unknown,,0,False,Morning
Green Lake,Wisconsin,-88.96011329999999,43.84414810000001,No,0,Supernatural,shadow orb figure,"other figure, main figure",3,False,Dusk
